gene	RCP	LCP
ENSG00000124275	  0.001	  0.001
ENSG00000003249	  0.001	  0.001
ENSG00000058729	  0.001	  0.001
ENSG00000118946	  0.000	  0.001
ENSG00000169570	  0.001	  0.001
ENSG00000181374	  0.001	  0.001
ENSG00000164932	  0.001	  0.001
ENSG00000117054	  0.001	  0.001
ENSG00000253967	  0.001	  0.001
ENSG00000233937	  0.001	  0.001
ENSG00000175061	  0.001	  0.001
ENSG00000188681	  0.001	  0.001
ENSG00000186976	  0.001	  0.001
ENSG00000078295	  0.001	  0.001
ENSG00000232995	  0.001	  0.001
ENSG00000149090	  0.001	  0.001
ENSG00000157510	  0.001	  0.001
ENSG00000106771	  0.001	  0.001
ENSG00000146007	  0.001	  0.001
ENSG00000102837	  0.001	  0.001
ENSG00000203867	  0.001	  0.001
ENSG00000213047	  0.000	  0.001
ENSG00000159251	  0.001	  0.001
ENSG00000180425	  0.001	  0.001
ENSG00000272142	  0.001	  0.001
ENSG00000276550	  0.001	  0.001
ENSG00000253719	  0.001	  0.001
ENSG00000135272	  0.000	  0.001
ENSG00000176641	  0.001	  0.001
ENSG00000213171	  0.001	  0.001
ENSG00000078142	  0.001	  0.001
ENSG00000179387	  0.001	  0.001
ENSG00000137601	  0.001	  0.001
ENSG00000177710	  0.001	  0.001
ENSG00000111331	  0.000	  0.001
ENSG00000136152	  0.001	  0.001
ENSG00000143224	  0.001	  0.001
ENSG00000182141	  0.000	  0.001
ENSG00000254415	  0.001	  0.001
ENSG00000227376	  0.000	  0.001
ENSG00000080854	  0.001	  0.001
ENSG00000248508	  0.001	  0.001
ENSG00000254141	  0.001	  0.001
ENSG00000077157	  0.001	  0.001
ENSG00000119138	  0.000	  0.001
ENSG00000109756	  0.000	  0.001
ENSG00000226479	  0.001	  0.001
ENSG00000146918	  0.001	  0.001
ENSG00000114520	  0.001	  0.001
ENSG00000091009	  0.001	  0.001
ENSG00000277072	  0.001	  0.001
ENSG00000255529	  0.001	  0.001
ENSG00000259917	  0.001	  0.001
ENSG00000144868	  0.001	  0.001
ENSG00000187792	  0.001	  0.001
ENSG00000165678	  0.001	  0.001
ENSG00000279407	  0.001	  0.001
ENSG00000225171	  0.001	  0.001
ENSG00000074695	  0.001	  0.001
ENSG00000122882	  0.000	  0.001
ENSG00000183580	  0.001	  0.001
ENSG00000015475	  0.001	  0.001
ENSG00000280739	  0.001	  0.001
ENSG00000163382	  0.001	  0.001
ENSG00000165966	  0.000	  0.001
ENSG00000136021	  0.001	  0.001
ENSG00000221926	  0.001	  0.001
ENSG00000204778	  0.001	  0.001
ENSG00000006652	  0.001	  0.001
ENSG00000165055	  0.001	  0.001
ENSG00000145506	  0.001	  0.001
ENSG00000144339	  0.001	  0.001
ENSG00000077522	  0.000	  0.001
ENSG00000234911	  0.001	  0.001
ENSG00000175854	  0.001	  0.001
ENSG00000033100	  0.001	  0.001
ENSG00000160791	  0.000	  0.001
ENSG00000037749	  0.001	  0.001
ENSG00000276649	  0.001	  0.001
ENSG00000177119	  0.000	  0.001
ENSG00000131100	  0.001	  0.001
ENSG00000227182	  0.001	  0.001
ENSG00000278527	  0.000	  0.001
ENSG00000232431	  0.001	  0.001
ENSG00000104723	  0.001	  0.001
ENSG00000188185	  0.001	  0.001
ENSG00000186479	  0.001	  0.001
ENSG00000272854	  0.001	  0.001
ENSG00000198826	  0.001	  0.001
ENSG00000173812	  0.001	  0.001
ENSG00000109881	  0.001	  0.001
ENSG00000214290	  0.001	  0.001
ENSG00000236936	  0.000	  0.001
ENSG00000185798	  0.001	  0.001
ENSG00000157796	  0.000	  0.001
ENSG00000020922	  0.001	  0.001
ENSG00000134460	  0.001	  0.001
ENSG00000140280	  0.001	  0.001
ENSG00000149313	  0.001	  0.001
ENSG00000169689	  0.000	  0.001
ENSG00000228288	  0.000	  0.001
ENSG00000240137	  0.001	  0.001
ENSG00000162755	  0.001	  0.001
ENSG00000108561	  0.001	  0.001
ENSG00000197134	  0.001	  0.001
ENSG00000177283	  0.001	  0.001
ENSG00000171723	  0.001	  0.001
ENSG00000100347	  0.001	  0.001
ENSG00000145779	  0.001	  0.001
ENSG00000173083	  0.001	  0.001
ENSG00000175879	  0.001	  0.001
ENSG00000246214	  0.001	  0.001
ENSG00000198546	  0.001	  0.001
ENSG00000198839	  0.001	  0.001
ENSG00000150636	  0.001	  0.001
ENSG00000283529	  0.000	  0.001
ENSG00000236047	  0.001	  0.001
ENSG00000233593	  0.001	  0.001
ENSG00000163380	  0.001	  0.001
ENSG00000166352	  0.000	  0.001
ENSG00000273888	  0.001	  0.001
ENSG00000131730	  0.001	  0.001
ENSG00000121940	  0.001	  0.001
ENSG00000214765	  0.001	  0.001
ENSG00000126822	  0.000	  0.001
ENSG00000123427	  0.001	  0.001
ENSG00000106633	  0.001	  0.001
ENSG00000283886	  0.001	  0.001
ENSG00000139132	  0.001	  0.001
ENSG00000143450	  0.001	  0.001
ENSG00000240342	  0.000	  0.001
ENSG00000120937	  0.001	  0.001
ENSG00000035928	  0.001	  0.001
ENSG00000279720	  0.001	  0.001
ENSG00000170293	  0.001	  0.001
ENSG00000145949	  0.001	  0.001
ENSG00000162231	  0.000	  0.001
ENSG00000080371	  0.001	  0.001
ENSG00000187118	  0.001	  0.001
ENSG00000089225	  0.001	  0.001
ENSG00000143858	  0.001	  0.001
ENSG00000173480	  0.001	  0.001
ENSG00000196502	  0.001	  0.001
ENSG00000166266	  0.001	  0.001
ENSG00000162951	  0.001	  0.001
ENSG00000250061	  0.000	  0.001
ENSG00000204120	  0.000	  0.001
ENSG00000177855	  0.000	  0.001
ENSG00000100104	  0.001	  0.001
ENSG00000138660	  0.001	  0.001
ENSG00000122952	  0.001	  0.001
ENSG00000198400	  0.001	  0.001
ENSG00000225889	  0.001	  0.001
ENSG00000005249	  0.001	  0.001
ENSG00000206838	  0.001	  0.001
ENSG00000279406	  0.001	  0.001
ENSG00000105122	  0.001	  0.001
ENSG00000179277	  0.001	  0.001
ENSG00000143256	  0.001	  0.001
ENSG00000170465	  0.000	  0.001
ENSG00000274173	  0.000	  0.001
ENSG00000166669	  0.001	  0.001
ENSG00000140557	  0.001	  0.001
ENSG00000178700	  0.001	  0.001
ENSG00000261485	  0.001	  0.001
ENSG00000261468	  0.001	  0.001
ENSG00000145912	  0.000	  0.001
ENSG00000115233	  0.001	  0.001
ENSG00000260583	  0.001	  0.001
ENSG00000269176	  0.001	  0.001
ENSG00000136802	  0.001	  0.001
ENSG00000125124	  0.001	  0.001
ENSG00000110075	  0.001	  0.001
ENSG00000228393	  0.001	  0.001
ENSG00000087237	  0.001	  0.001
ENSG00000110002	  0.001	  0.001
ENSG00000168314	  0.000	  0.001
ENSG00000126522	  0.000	  0.001
ENSG00000232876	  0.001	  0.001
ENSG00000251634	  0.001	  0.001
ENSG00000154760	  0.001	  0.001
ENSG00000139182	  0.001	  0.001
ENSG00000273308	  0.001	  0.001
ENSG00000181227	  0.001	  0.001
ENSG00000184602	  0.001	  0.001
ENSG00000271945	  0.001	  0.001
ENSG00000223549	  0.001	  0.001
ENSG00000198542	  0.000	  0.001
ENSG00000238113	  0.001	  0.001
ENSG00000144744	  0.001	  0.001
ENSG00000147650	  0.001	  0.001
ENSG00000137547	  0.000	  0.001
ENSG00000186766	  0.001	  0.001
ENSG00000125430	  0.001	  0.001
ENSG00000172775	  0.001	  0.001
ENSG00000139675	  0.000	  0.001
ENSG00000248932	  0.001	  0.001
ENSG00000196954	  0.001	  0.001
ENSG00000002587	  0.000	  0.001
ENSG00000250981	  0.001	  0.001
ENSG00000168301	  0.001	  0.001
ENSG00000113722	  0.001	  0.001
ENSG00000109680	  0.001	  0.001
ENSG00000082293	  0.001	  0.001
ENSG00000136856	  0.001	  0.001
ENSG00000134871	  0.000	  0.001
ENSG00000277288	  0.001	  0.001
ENSG00000049656	  0.000	  0.001
ENSG00000270025	  0.001	  0.001
ENSG00000122367	  0.001	  0.001
ENSG00000128159	  0.001	  0.001
ENSG00000181938	  0.000	  0.001
ENSG00000079335	  0.001	  0.001
ENSG00000225783	  0.001	  0.001
ENSG00000134709	  0.001	  0.001
ENSG00000237433	  0.001	  0.001
ENSG00000248632	  0.001	  0.001
ENSG00000166206	  0.001	  0.001
ENSG00000112530	  0.001	  0.001
ENSG00000104415	  0.001	  0.001
ENSG00000166750	  0.001	  0.001
ENSG00000167468	  0.001	  0.001
ENSG00000280088	  0.001	  0.001
ENSG00000157036	  0.001	  0.001
ENSG00000230433	  0.001	  0.001
ENSG00000249626	  0.001	  0.001
ENSG00000178338	  0.001	  0.001
ENSG00000276231	  0.001	  0.001
ENSG00000260918	  0.001	  0.001
ENSG00000226445	  0.001	  0.001
ENSG00000265018	  0.001	  0.001
ENSG00000137752	  0.000	  0.001
ENSG00000198142	  0.001	  0.001
ENSG00000169499	  0.001	  0.001
ENSG00000137691	  0.000	  0.001
ENSG00000115295	  0.001	  0.001
ENSG00000242198	  0.000	  0.001
ENSG00000165476	  0.001	  0.001
ENSG00000065675	  0.001	  0.001
ENSG00000142227	  0.000	  0.001
ENSG00000172915	  0.001	  0.001
ENSG00000165060	  0.000	  0.001
ENSG00000198690	  0.001	  0.001
ENSG00000174720	  0.001	  0.001
ENSG00000070718	  0.001	  0.001
ENSG00000159388	  0.001	  0.001
ENSG00000253106	  0.001	  0.001
ENSG00000162627	  0.001	  0.001
ENSG00000150760	  0.001	  0.001
ENSG00000118922	  0.001	  0.001
ENSG00000279662	  0.001	  0.001
ENSG00000177030	  0.001	  0.001
ENSG00000152154	  0.001	  0.001
ENSG00000186439	  0.000	  0.001
ENSG00000134716	  0.001	  0.001
ENSG00000140199	  0.001	  0.001
ENSG00000235529	  0.001	  0.001
ENSG00000237276	  0.001	  0.001
ENSG00000163029	  0.001	  0.001
ENSG00000277715	  0.000	  0.001
ENSG00000259882	  0.001	  0.001
ENSG00000124785	  0.000	  0.001
ENSG00000153066	  0.001	  0.001
ENSG00000241322	  0.001	  0.001
ENSG00000160179	  0.001	  0.001
ENSG00000259642	  0.001	  0.001
ENSG00000248079	  0.001	  0.001
ENSG00000277144	  0.000	  0.001
ENSG00000127995	  0.000	  0.001
ENSG00000128872	  0.000	  0.001
ENSG00000101752	  0.001	  0.001
ENSG00000263072	  0.001	  0.001
ENSG00000139832	  0.001	  0.001
ENSG00000117479	  0.001	  0.001
ENSG00000277435	  0.001	  0.001
ENSG00000155115	  0.000	  0.001
ENSG00000233894	  0.001	  0.001
ENSG00000248896	  0.000	  0.001
ENSG00000188130	  0.001	  0.001
ENSG00000197323	  0.001	  0.001
ENSG00000138182	  0.000	  0.001
ENSG00000226835	  0.001	  0.001
ENSG00000272486	  0.001	  0.001
ENSG00000151948	  0.001	  0.001
ENSG00000088756	  0.001	  0.001
ENSG00000261319	  0.000	  0.001
ENSG00000150471	  0.000	  0.001
ENSG00000144579	  0.000	  0.001
ENSG00000275066	  0.001	  0.001
ENSG00000115762	  0.001	  0.001
ENSG00000163216	  0.000	  0.001
ENSG00000214756	  0.001	  0.001
ENSG00000215712	  0.001	  0.001
ENSG00000175646	  0.001	  0.001
ENSG00000231942	  0.000	  0.001
ENSG00000135094	  0.000	  0.001
ENSG00000227051	  0.001	  0.001
ENSG00000152076	  0.001	  0.001
ENSG00000261366	  0.001	  0.001
ENSG00000150594	  0.001	  0.001
ENSG00000258365	  0.000	  0.001
ENSG00000250012	  0.001	  0.001
ENSG00000128254	  0.000	  0.001
ENSG00000170854	  0.001	  0.001
ENSG00000271833	  0.001	  0.001
ENSG00000111879	  0.001	  0.001
ENSG00000261188	  0.001	  0.001
ENSG00000115839	  0.001	  0.001
ENSG00000134265	  0.001	  0.001
ENSG00000167311	  0.001	  0.001
ENSG00000242697	  0.000	  0.001
ENSG00000114742	  0.001	  0.001
ENSG00000166922	  0.001	  0.001
ENSG00000105137	  0.001	  0.001
ENSG00000272282	  0.001	  0.001
ENSG00000215840	  0.000	  0.001
ENSG00000142082	  0.000	  0.001
ENSG00000099998	  0.001	  0.001
ENSG00000177414	  0.001	  0.001
ENSG00000113108	  0.001	  0.001
ENSG00000272153	  0.001	  0.001
ENSG00000263272	  0.000	  0.001
ENSG00000148334	  0.001	  0.001
ENSG00000125835	  0.001	  0.001
ENSG00000242282	  0.001	  0.001
ENSG00000173821	  0.001	  0.001
ENSG00000156219	  0.001	  0.001
ENSG00000189045	  0.000	  0.001
ENSG00000160233	  0.001	  0.001
ENSG00000260549	  0.001	  0.001
ENSG00000239665	  0.000	  0.001
ENSG00000111665	  0.001	  0.001
ENSG00000125170	  0.001	  0.001
ENSG00000268535	  0.000	  0.001
ENSG00000238358	  0.001	  0.001
ENSG00000274031	  0.001	  0.001
ENSG00000239839	  0.001	  0.001
ENSG00000234771	  0.000	  0.001
ENSG00000123685	  0.001	  0.001
ENSG00000075223	  0.001	  0.001
ENSG00000070061	  0.001	  0.001
ENSG00000233554	  0.001	  0.001
ENSG00000122692	  0.001	  0.001
ENSG00000143499	  0.001	  0.001
ENSG00000249201	  0.001	  0.001
ENSG00000185164	  0.001	  0.001
ENSG00000251216	  0.000	  0.001
ENSG00000165630	  0.001	  0.001
ENSG00000120217	  0.001	  0.001
ENSG00000205572	  0.001	  0.001
ENSG00000241764	  0.001	  0.001
ENSG00000123064	  0.000	  0.001
ENSG00000107738	  0.001	  0.001
ENSG00000276855	  0.001	  0.001
ENSG00000143889	  0.001	  0.001
ENSG00000214093	  0.000	  0.001
ENSG00000261143	  0.001	  0.001
ENSG00000148600	  0.001	  0.001
ENSG00000255893	  0.001	  0.001
ENSG00000224259	  0.001	  0.001
ENSG00000102934	  0.001	  0.001
ENSG00000150773	  0.001	  0.001
ENSG00000172640	  0.000	  0.001
ENSG00000155666	  0.001	  0.001
ENSG00000138468	  0.001	  0.001
ENSG00000130714	  0.000	  0.001
ENSG00000119383	  0.001	  0.001
ENSG00000180998	  0.001	  0.001
ENSG00000091140	  0.001	  0.001
ENSG00000246223	  0.001	  0.001
ENSG00000140396	  0.001	  0.001
ENSG00000273837	  0.001	  0.001
ENSG00000231784	  0.001	  0.001
ENSG00000006740	  0.001	  0.001
ENSG00000254017	  0.000	  0.001
ENSG00000156869	  0.000	  0.001
ENSG00000170425	  0.001	  0.001
ENSG00000074935	  0.001	  0.001
ENSG00000130340	  0.001	  0.001
ENSG00000180370	  0.001	  0.001
ENSG00000152767	  0.001	  0.001
ENSG00000272630	  0.000	  0.001
ENSG00000237438	  0.001	  0.001
ENSG00000157224	  0.000	  0.001
ENSG00000178878	  0.001	  0.001
ENSG00000000460	  0.000	  0.001
ENSG00000143494	  0.001	  0.001
ENSG00000233056	  0.000	  0.001
ENSG00000096968	  0.000	  0.001
ENSG00000159461	  0.001	  0.001
ENSG00000237357	  0.000	  0.001
ENSG00000140307	  0.000	  0.001
ENSG00000165507	  0.001	  0.001
ENSG00000185880	  0.001	  0.001
ENSG00000279696	  0.001	  0.001
ENSG00000152137	  0.001	  0.001
ENSG00000256061	  0.001	  0.001
ENSG00000169248	  0.000	  0.001
ENSG00000188785	  0.001	  0.001
ENSG00000137124	  0.001	  0.001
ENSG00000279467	  0.000	  0.001
ENSG00000184432	  0.000	  0.001
ENSG00000152104	  0.001	  0.001
ENSG00000261011	  0.001	  0.001
ENSG00000187840	  0.001	  0.001
ENSG00000111052	  0.001	  0.001
ENSG00000232815	  0.001	  0.001
ENSG00000214753	  0.001	  0.001
ENSG00000221953	  0.001	  0.001
ENSG00000232320	  0.000	  0.001
ENSG00000227076	  0.001	  0.001
ENSG00000198406	  0.001	  0.001
ENSG00000109321	  0.001	  0.001
ENSG00000164520	  0.000	  0.001
ENSG00000224738	  0.001	  0.001
ENSG00000143631	  0.001	  0.001
ENSG00000104517	  0.001	  0.001
ENSG00000152240	  0.001	  0.001
ENSG00000118246	  0.001	  0.001
ENSG00000132294	  0.000	  0.001
ENSG00000279833	  0.001	  0.001
ENSG00000150630	  0.000	  0.001
ENSG00000241741	  0.001	  0.001
ENSG00000276182	  0.001	  0.001
ENSG00000122304	  0.001	  0.001
ENSG00000120265	  0.000	  0.001
ENSG00000272885	  0.000	  0.001
ENSG00000172890	  0.000	  0.001
ENSG00000260306	  0.001	  0.001
ENSG00000251003	  0.000	  0.001
ENSG00000157617	  0.001	  0.001
ENSG00000155926	  0.000	  0.001
ENSG00000229808	  0.001	  0.001
ENSG00000260647	  0.000	  0.001
ENSG00000165995	  0.000	  0.001
ENSG00000062650	  0.000	  0.001
ENSG00000125851	  0.001	  0.001
ENSG00000169252	  0.001	  0.001
ENSG00000188295	  0.001	  0.001
ENSG00000242687	  0.001	  0.001
ENSG00000116062	  0.000	  0.001
ENSG00000266378	  0.001	  0.001
ENSG00000197747	  0.000	  0.001
ENSG00000272240	  0.001	  0.001
ENSG00000108443	  0.000	  0.001
ENSG00000118894	  0.001	  0.001
ENSG00000145147	  0.001	  0.001
ENSG00000132694	  0.000	  0.001
ENSG00000076650	  0.001	  0.001
ENSG00000162595	  0.001	  0.001
ENSG00000272360	  0.000	  0.001
ENSG00000177432	  0.001	  0.001
ENSG00000244752	  0.000	  0.001
ENSG00000136783	  0.001	  0.001
ENSG00000134262	  0.001	  0.001
ENSG00000227375	  0.001	  0.001
ENSG00000162621	  0.001	  0.001
ENSG00000204187	  0.001	  0.001
ENSG00000213839	  0.000	  0.001
ENSG00000107099	  0.001	  0.001
ENSG00000230555	  0.001	  0.001
ENSG00000128052	  0.001	  0.001
ENSG00000075407	  0.001	  0.001
ENSG00000186432	  0.001	  0.001
ENSG00000204983	  0.000	  0.001
ENSG00000132965	  0.000	  0.001
ENSG00000267102	  0.000	  0.001
ENSG00000247982	  0.001	  0.001
ENSG00000080293	  0.000	  0.001
ENSG00000148848	  0.001	  0.001
ENSG00000182732	  0.001	  0.001
ENSG00000001084	  0.001	  0.001
ENSG00000278175	  0.001	  0.001
ENSG00000099795	  0.001	  0.001
ENSG00000147364	  0.001	  0.001
ENSG00000168000	  0.001	  0.001
ENSG00000174749	  0.001	  0.001
ENSG00000257851	  0.000	  0.001
ENSG00000141570	  0.001	  0.001
ENSG00000234452	  0.001	  0.001
ENSG00000178803	  0.001	  0.001
ENSG00000008735	  0.001	  0.001
ENSG00000255968	  0.001	  0.001
ENSG00000260000	  0.001	  0.001
ENSG00000263847	  0.000	  0.001
ENSG00000264384	  0.001	  0.001
ENSG00000151849	  0.001	  0.001
ENSG00000115966	  0.001	  0.001
ENSG00000275835	  0.000	  0.001
ENSG00000147642	  0.001	  0.001
ENSG00000257335	  0.000	  0.001
ENSG00000091879	  0.000	  0.001
ENSG00000138756	  0.000	  0.001
ENSG00000136819	  0.000	  0.001
ENSG00000100181	  0.001	  0.001
ENSG00000237853	  0.000	  0.001
ENSG00000162889	  0.001	  0.001
ENSG00000167005	  0.001	  0.001
ENSG00000134247	  0.001	  0.001
ENSG00000155508	  0.001	  0.001
ENSG00000177565	  0.000	  0.001
ENSG00000087470	  0.000	  0.001
ENSG00000101004	  0.000	  0.001
ENSG00000158488	  0.000	  0.001
ENSG00000215126	  0.001	  0.001
ENSG00000243480	  0.001	  0.001
ENSG00000171766	  0.001	  0.001
ENSG00000015676	  0.001	  0.001
ENSG00000112394	  0.001	  0.001
ENSG00000166311	  0.001	  0.001
ENSG00000187239	  0.000	  0.001
ENSG00000213976	  0.000	  0.001
ENSG00000217702	  0.001	  0.001
ENSG00000136878	  0.000	  0.001
ENSG00000120925	  0.000	  0.001
ENSG00000137770	  0.000	  0.001
ENSG00000145247	  0.000	  0.001
ENSG00000227249	  0.000	  0.001
ENSG00000187391	  0.000	  0.001
ENSG00000205464	  0.001	  0.001
ENSG00000163762	  0.001	  0.001
ENSG00000273374	  0.001	  0.001
ENSG00000158864	  0.001	  0.001
ENSG00000163697	  0.001	  0.001
ENSG00000197149	  0.000	  0.001
ENSG00000254593	  0.000	  0.001
ENSG00000128849	  0.001	  0.001
ENSG00000167332	  0.001	  0.001
ENSG00000274414	  0.001	  0.001
ENSG00000080644	  0.001	  0.001
ENSG00000114956	  0.000	  0.001
ENSG00000170153	  0.001	  0.001
ENSG00000198001	  0.000	  0.001
ENSG00000237943	  0.001	  0.001
ENSG00000185267	  0.001	  0.001
ENSG00000173818	  0.001	  0.001
ENSG00000136098	  0.001	  0.001
ENSG00000214269	  0.000	  0.001
ENSG00000113368	  0.001	  0.001
ENSG00000248333	  0.001	  0.001
ENSG00000128881	  0.001	  0.001
ENSG00000100601	  0.000	  0.001
ENSG00000143126	  0.001	  0.001
ENSG00000125247	  0.001	  0.001
ENSG00000240522	  0.001	  0.001
ENSG00000167604	  0.000	  0.001
ENSG00000277879	  0.001	  0.001
ENSG00000113119	  0.000	  0.001
ENSG00000104613	  0.001	  0.001
ENSG00000281469	  0.000	  0.001
ENSG00000253816	  0.001	  0.001
ENSG00000169246	  0.000	  0.001
ENSG00000197635	  0.001	  0.001
ENSG00000276141	  0.001	  0.001
ENSG00000262185	  0.000	  0.001
ENSG00000258628	  0.001	  0.001
ENSG00000139370	  0.000	  0.001
ENSG00000088682	  0.001	  0.001
ENSG00000182957	  0.001	  0.001
ENSG00000132005	  0.001	  0.001
ENSG00000013016	  0.001	  0.001
ENSG00000236480	  0.001	  0.001
ENSG00000250486	  0.001	  0.001
ENSG00000235205	  0.001	  0.001
ENSG00000196951	  0.000	  0.001
ENSG00000162746	  0.001	  0.001
ENSG00000158796	  0.000	  0.001
ENSG00000149357	  0.001	  0.001
ENSG00000139354	  0.001	  0.001
ENSG00000089060	  0.000	  0.001
ENSG00000172403	  0.000	  0.001
ENSG00000080947	  0.000	  0.001
ENSG00000228451	  0.000	  0.001
ENSG00000107518	  0.001	  0.001
ENSG00000171557	  0.000	  0.001
ENSG00000204677	  0.001	  0.001
ENSG00000160188	  0.001	  0.001
ENSG00000180011	  0.001	  0.001
ENSG00000183963	  0.000	  0.001
ENSG00000171763	  0.001	  0.001
ENSG00000111729	  0.001	  0.001
ENSG00000231167	  0.000	  0.001
ENSG00000273218	  0.000	  0.001
ENSG00000168118	  0.000	  0.001
ENSG00000133317	  0.001	  0.001
ENSG00000112249	  0.001	  0.001
ENSG00000223855	  0.001	  0.001
ENSG00000160352	  0.000	  0.001
ENSG00000167118	  0.001	  0.001
ENSG00000213149	  0.001	  0.001
ENSG00000205808	  0.000	  0.001
ENSG00000100479	  0.000	  0.001
ENSG00000235944	  0.001	  0.001
ENSG00000185015	  0.001	  0.001
ENSG00000152779	  0.001	  0.001
ENSG00000133878	  0.001	  0.001
ENSG00000077616	  0.000	  0.001
ENSG00000148090	  0.001	  0.001
ENSG00000176438	  0.001	  0.001
ENSG00000211938	  0.001	  0.001
ENSG00000272024	  0.000	  0.001
ENSG00000127870	  0.001	  0.001
ENSG00000275636	  0.001	  0.001
ENSG00000082269	  0.000	  0.001
ENSG00000057663	  0.000	  0.001
ENSG00000258655	  0.001	  0.001
ENSG00000169598	  0.001	  0.001
ENSG00000131941	  0.000	  0.001
ENSG00000145725	  0.000	  0.001
ENSG00000145907	  0.000	  0.001
ENSG00000234383	  0.001	  0.001
ENSG00000235531	  0.001	  0.001
ENSG00000232450	  0.001	  0.001
ENSG00000018625	  0.001	  0.001
ENSG00000163728	  0.001	  0.001
ENSG00000185986	  0.001	  0.001
ENSG00000170832	  0.000	  0.001
ENSG00000187140	  0.001	  0.001
ENSG00000187021	  0.000	  0.001
ENSG00000198920	  0.000	  0.001
ENSG00000229019	  0.001	  0.001
ENSG00000244119	  0.001	  0.001
ENSG00000259584	  0.001	  0.001
ENSG00000242611	  0.001	  0.001
ENSG00000215595	  0.001	  0.001
ENSG00000272556	  0.000	  0.001
ENSG00000261635	  0.001	  0.001
ENSG00000063438	  0.001	  0.001
ENSG00000225963	  0.000	  0.001
ENSG00000271817	  0.001	  0.001
ENSG00000171860	  0.001	  0.001
ENSG00000123689	  0.001	  0.001
ENSG00000223656	  0.000	  0.001
ENSG00000080200	  0.000	  0.001
ENSG00000163527	  0.000	  0.001
ENSG00000143194	  0.001	  0.001
ENSG00000232057	  0.001	  0.001
ENSG00000053328	  0.001	  0.001
ENSG00000196565	  0.001	  0.001
ENSG00000186854	  0.001	  0.001
ENSG00000186468	  0.001	  0.001
ENSG00000175356	  0.001	  0.001
ENSG00000090104	  0.001	  0.001
ENSG00000166012	  0.000	  0.001
ENSG00000156469	  0.001	  0.001
ENSG00000144619	  0.001	  0.001
ENSG00000272579	  0.001	  0.001
ENSG00000224958	  0.001	  0.001
ENSG00000163444	  0.001	  0.001
ENSG00000185070	  0.001	  0.001
ENSG00000256427	  0.000	  0.001
ENSG00000279166	  0.000	  0.001
ENSG00000164684	  0.000	  0.001
ENSG00000198633	  0.001	  0.001
ENSG00000006695	  0.000	  0.001
ENSG00000237489	  0.001	  0.001
ENSG00000170113	  0.001	  0.001
ENSG00000159840	  0.001	  0.001
ENSG00000134109	  0.001	  0.001
ENSG00000275325	  0.001	  0.001
ENSG00000127957	  0.001	  0.001
ENSG00000278196	  0.001	  0.001
ENSG00000166734	  0.000	  0.001
ENSG00000083635	  0.001	  0.001
ENSG00000150756	  0.000	  0.001
ENSG00000276409	  0.001	  0.001
ENSG00000165502	  0.001	  0.001
ENSG00000197782	  0.001	  0.001
ENSG00000131203	  0.001	  0.001
ENSG00000104131	  0.000	  0.001
ENSG00000275302	  0.000	  0.001
ENSG00000177675	  0.001	  0.001
ENSG00000253317	  0.001	  0.001
ENSG00000140937	  0.001	  0.001
ENSG00000278214	  0.001	  0.001
ENSG00000275198	  0.001	  0.001
ENSG00000115386	  0.001	  0.001
ENSG00000066336	  0.000	  0.001
ENSG00000270179	  0.001	  0.001
ENSG00000176771	  0.000	  0.001
ENSG00000273702	  0.001	  0.001
ENSG00000115368	  0.000	  0.001
ENSG00000065320	  0.001	  0.001
ENSG00000280079	  0.000	  0.001
ENSG00000255501	  0.000	  0.001
ENSG00000158882	  0.001	  0.001
ENSG00000146802	  0.000	  0.001
ENSG00000103342	  0.000	  0.001
ENSG00000147853	  0.001	  0.001
ENSG00000205133	  0.000	  0.001
ENSG00000114503	  0.001	  0.001
ENSG00000136111	  0.001	  0.001
ENSG00000143164	  0.000	  0.001
ENSG00000073169	  0.000	  0.001
ENSG00000146904	  0.001	  0.001
ENSG00000235602	  0.001	  0.001
ENSG00000184903	  0.001	  0.001
ENSG00000278845	  0.001	  0.001
ENSG00000275765	  0.000	  0.001
ENSG00000178691	  0.000	  0.001
ENSG00000228801	  0.000	  0.001
ENSG00000107854	  0.000	  0.001
ENSG00000143248	  0.001	  0.001
ENSG00000091622	  0.000	  0.001
ENSG00000223361	  0.000	  0.001
ENSG00000168172	  0.001	  0.001
ENSG00000185860	  0.001	  0.001
ENSG00000165828	  0.000	  0.001
ENSG00000221914	  0.001	  0.001
ENSG00000271851	  0.001	  0.001
ENSG00000197646	  0.001	  0.001
ENSG00000165644	  0.001	  0.001
ENSG00000198624	  0.001	  0.001
ENSG00000279900	  0.001	  0.001
ENSG00000146151	  0.000	  0.001
ENSG00000163428	  0.000	  0.001
ENSG00000107937	  0.000	  0.001
ENSG00000137672	  0.000	  0.001
ENSG00000213057	  0.001	  0.001
ENSG00000099991	  0.001	  0.001
ENSG00000241666	  0.001	  0.001
ENSG00000197619	  0.000	  0.001
ENSG00000072571	  0.001	  0.001
ENSG00000160336	  0.001	  0.001
ENSG00000255445	  0.001	  0.001
ENSG00000185245	  0.000	  0.001
ENSG00000273771	  0.000	  0.001
ENSG00000267321	  0.000	  0.001
ENSG00000174226	  0.001	  0.001
ENSG00000152784	  0.001	  0.001
ENSG00000213064	  0.000	  0.001
ENSG00000143479	  0.001	  0.001
ENSG00000120159	  0.001	  0.001
ENSG00000010295	  0.001	  0.001
ENSG00000231738	  0.000	  0.001
ENSG00000196275	  0.001	  0.001
